shift_id,store_id,employee_id,date,hours_worked,role
SH000943,S03,S03-E04,2025-04-26,7.9,manager
SH000639,S02,S02-E07,2025-04-12,6.5,cashier
SH001269,S04,S04-E02,2025-05-03,6.3,manager
SH000923,S03,S03-E03,2025-05-29,6.6,stock
SH000749,S02,S02-E09,2025-05-19,6.3,cashier
SH000154,S01,S01-E04,2025-05-24,6.7,stock
SH001781,S05,S05-E06,2025-05-08,6.6,manager
SH000867,S03,S03-E02,2025-05-19,7.4,stock
SH000743,S02,S02-E09,2025-05-09,8.1,cashier
SH001553,S04,S04-E10,2025-05-22,5.2,stock
SH000075,S01,S01-E02,2025-05-23,7.8,cashier
SH000177,S01,S01-E05,2025-04-27,6.6,cashier
SH000339,S01,S01-E09,2025-05-02,8.6,manager
